Ano base	Cod PPG	Nome PPG	Área Básica	IES Principal Sigla	IES Principal Nome	IES da Rede Sigla	Status Jurídico	UF	Região	PPG Ano Início	Modalidade	Mudança de modalidade no quadriênio?	Nota/ conceito	Nível	Ano Início Nível	Sofreu migração no quadriênio?	Total	Permanentes	Colaboradores	Visitantes	Total Distinto	"Mestrado
(ME)"	"Doutorado
(DO)"	"Total Geral
(ME+DO)"	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Mud. Nível sem Defesa	Matriculado	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Matriculado	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Matriculado/DP	Titulado/DP	Matriculado/Total Docentes	Titulado/Total Docentes	ID_ADD_FOTO_PROGRAMA_IES_PRINC	ID_ADD_FOTO_PROGRAMA	Tipo de Clientela
2018	33003017005P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNICAMP	UNIVERSIDADE ESTADUAL DE CAMPINAS		ESTADUAL	SP	SUDESTE	1977	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1977/1993	NÃO	51	46	5	0	337	190	171	361	129	61	37	0	13	1	139	145	26	17	1	10	143	0.09	0	0.27	3.02	0.8	0.07	0.01	0.12	3.11	0.37	6.13	1.17	5.53	1.06	166106	100147	AVALIAÇÃO
2019	33003017005P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNICAMP	UNIVERSIDADE ESTADUAL DE CAMPINAS		ESTADUAL	SP	SUDESTE	1977	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1977/1993	NÃO	49	45	4	0	357	210	164	374	137	73	35	0	29	0	146	143	21	15	0	11	138	0.2	0	0.24	3.24	0.78	0.08	0	0.11	3.07	0.33	6.31	1.11	5.8	1.02	166225	100244	AVALIAÇÃO
2020	33003017005P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNICAMP	UNIVERSIDADE ESTADUAL DE CAMPINAS		ESTADUAL	SP	SUDESTE	1977	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1977/1993	NÃO	49	45	4	0	356	205	175	380	145	60	54	1	10	0	140	139	36	15	1	3	156	0.07	0.01	0.39	3.11	1.2	0.02	0.01	0.1	3.47	0.33	6.58	1.53	6.04	1.41	198816	131111	AVALIAÇÃO
2017	33004153073P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNESP-SJRP	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO )		ESTADUAL	SP	SUDESTE	2006	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2006/2019	NÃO	21	20	1	0	81	81	0	81	54	27	25	0	3	0	53	0	0	0	0	0	0	0.06	0	0.47	2.65	1.25				0	0	2.65	1.25	2.52	1.19	168122	102051	AVALIAÇÃO
2018	33004153073P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNESP-SJRP	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO )		ESTADUAL	SP	SUDESTE	2006	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2006/2019	NÃO	31	19	12	0	79	79	0	79	53	26	17	0	5	0	57	0	0	0	0	0	0	0.09	0	0.3	3	0.89				0	0	3	0.89	1.84	0.55	168126	102055	AVALIAÇÃO
2019	33004153073P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNESP-SJRP	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO )		ESTADUAL	SP	SUDESTE	2006	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2006/2019	NÃO	31	19	12	0	98	94	6	100	57	37	22	2	4	0	66	0	6	0	0	0	6	0.06	0.03	0.33	3.47	1.16	0	0	0	0.32	0	3.79	1.16	2.32	0.71	167735	101664	AVALIAÇÃO
2020	33004153073P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNESP-SJRP	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO )		ESTADUAL	SP	SUDESTE	2006	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2006/2019	NÃO	30	19	11	0	101	89	13	102	66	23	19	2	0	0	68	6	7	0	0	0	13	0	0.03	0.28	3.58	1	0	0	0	0.68	0	4.26	1	2.7	0.63	196657	129176	AVALIAÇÃO
2017	33009015079P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2012/2015	NÃO	22	20	2	0	39	28	15	43	22	6	13	0	3	1	11	7	8	0	0	0	15	0.27	0	1.18	0.55	0.65	0	0	0	0.75	0	1.3	0.65	1.18	0.59	165999	100082	AVALIAÇÃO
2018	33009015079P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2012/2015	NÃO	23	21	2	0	42	20	22	42	11	9	5	0	0	0	15	15	7	0	0	0	22	0	0	0.33	0.71	0.24	0	0	0	1.05	0	1.76	0.24	1.61	0.22	166480	100499	AVALIAÇÃO
2019	33009015079P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2012/2015	NÃO	24	22	2	0	49	24	26	50	15	9	4	0	3	0	17	22	4	2	1	2	21	0.18	0	0.24	0.77	0.18	0.1	0.05	0.1	0.95	0.09	1.73	0.27	1.58	0.25	166460	100480	AVALIAÇÃO
2020	33009015079P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2012/2015	NÃO	25	21	2	2	51	24	28	52	17	7	5	0	0	0	19	21	7	3	1	0	24	0	0	0.26	0.9	0.24	0	0.04	0.13	1.14	0.14	2.05	0.38	1.72	0.32	205380	136898	AVALIAÇÃO
2020	33083010005P2	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	IPT	INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO		ESTADUAL	SP	SUDESTE	2020	PROFISSIONAL	NÃO	A	MESTRADO PROFISSIONAL	2020	NÃO	12	11	1	0	19	19	0	19	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1.73	0				0	0	1.73	0	1.58	0	199460	131695	AVALIAÇÃO
2017	33144010008P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFABC	UNIVERSIDADE FEDERAL DO ABC		FEDERAL	SP	SUDESTE	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	43	34	9	0	68	52	18	70	31	21	15	0	5	0	32	10	8	0	0	0	18	0.16	0	0.47	0.94	0.44	0	0	0	0.53	0	1.47	0.44	1.16	0.35	165787	99834	AVALIAÇÃO
2018	33144010008P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFABC	UNIVERSIDADE FEDERAL DO ABC		FEDERAL	SP	SUDESTE	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	53	45	8	0	102	77	27	104	32	45	7	0	9	0	61	18	9	0	0	1	26	0.15	0	0.11	1.36	0.16	0.04	0	0	0.58	0	1.93	0.16	1.64	0.13	165791	99838	AVALIAÇÃO
2019	33144010008P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFABC	UNIVERSIDADE FEDERAL DO ABC		FEDERAL	SP	SUDESTE	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	48	40	8	0	129	97	35	132	61	36	14	0	9	0	74	26	9	2	0	1	32	0.12	0	0.19	1.85	0.35	0.03	0	0.06	0.8	0.05	2.65	0.4	2.21	0.33	165761	99812	AVALIAÇÃO
2020	33144010008P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFABC	UNIVERSIDADE FEDERAL DO ABC		FEDERAL	SP	SUDESTE	2011	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2011/2015	NÃO	39	27	12	0	149	111	42	153	74	37	19	0	6	1	85	32	10	6	0	0	36	0.07	0	0.22	3.15	0.7	0	0	0.17	1.33	0.22	4.48	0.93	3.1	0.64	199094	131338	AVALIAÇÃO
2017	33149011002P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFACCAMP	CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA		PARTICULAR	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	11	11	0	0	64	64	0	64	40	24	10	2	7	0	45	0	0	0	0	0	0	0.16	0.04	0.22	4.09	0.91				0	0	4.09	0.91	4.09	0.91	175846	108886	AVALIAÇÃO
2018	33149011002P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFACCAMP	CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA		PARTICULAR	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	11	11	0	0	62	62	0	62	45	17	12	4	3	0	43	0	0	0	0	0	0	0.07	0.09	0.28	3.91	1.09				0	0	3.91	1.09	3.91	1.09	176618	109349	AVALIAÇÃO
2019	33149011002P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFACCAMP	CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA		PARTICULAR	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	10	10	0	0	55	55	0	55	43	12	9	2	8	0	36	0	0	0	0	0	0	0.22	0.06	0.25	3.6	0.9				0	0	3.6	0.9	3.6	0.9	176045	109017	AVALIAÇÃO
2020	33149011002P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFACCAMP	CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA		PARTICULAR	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	10	10	0	0	48	48	0	48	33	15	8	2	6	0	32	0	0	0	0	0	0	0.19	0.06	0.25	3.2	0.8				0	0	3.2	0.8	3.2	0.8	196973	129451	AVALIAÇÃO
2017	40001016034P5	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ		FEDERAL	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2009	NÃO	35	24	11	0	261	168	99	267	112	56	26	16	16	0	110	74	25	13	2	1	83	0.15	0.15	0.24	4.58	1.08	0.01	0.02	0.16	3.46	0.54	8.04	1.63	5.51	1.11	168642	102529	AVALIAÇÃO
2018	40001016034P5	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ		FEDERAL	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2009	NÃO	37	30	7	0	269	171	102	273	106	65	31	10	22	0	108	83	19	11	0	3	88	0.2	0.09	0.29	3.6	1.03	0.03	0	0.13	2.93	0.37	6.53	1.4	5.3	1.14	168653	102540	AVALIAÇÃO
2019	40001016034P5	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ		FEDERAL	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2009	NÃO	37	31	6	0	259	159	109	268	107	52	33	13	10	0	103	88	21	12	4	0	93	0.1	0.13	0.32	3.32	1.06	0	0.04	0.13	3	0.39	6.32	1.45	5.3	1.22	168687	102569	AVALIAÇÃO
2020	40001016034P5	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ		FEDERAL	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2009	NÃO	40	35	5	0	269	144	129	273	103	41	31	6	8	0	99	93	36	16	3	1	109	0.08	0.06	0.31	2.83	0.89	0.01	0.03	0.15	3.11	0.46	5.94	1.34	5.2	1.18	203376	134900	AVALIAÇÃO
2017	40002012033P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEL	UNIVERSIDADE ESTADUAL DE LONDRINA		ESTADUAL	PR	SUL	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	14	10	4	0	42	42	0	42	24	18	12	0	1	0	29	0	0	0	0	0	0	0.03	0	0.41	2.9	1.2				0	0	2.9	1.2	2.07	0.86	170667	104429	AVALIAÇÃO
2018	40002012033P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEL	UNIVERSIDADE ESTADUAL DE LONDRINA		ESTADUAL	PR	SUL	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	14	10	4	0	37	37	0	37	29	8	11	0	1	0	25	0	0	0	0	0	0	0.04	0	0.44	2.5	1.1				0	0	2.5	1.1	1.79	0.79	170651	104411	AVALIAÇÃO
2019	40002012033P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEL	UNIVERSIDADE ESTADUAL DE LONDRINA		ESTADUAL	PR	SUL	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	14	10	4	0	35	35	0	35	25	10	16	1	0	0	18	0	0	0	0	0	0	0	0.06	0.89	1.8	1.6				0	0	1.8	1.6	1.29	1.14	170652	104412	AVALIAÇÃO
2020	40002012033P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEL	UNIVERSIDADE ESTADUAL DE LONDRINA		ESTADUAL	PR	SUL	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	14	10	4	0	26	26	0	26	18	8	7	0	1	0	18	0	0	0	0	0	0	0.06	0	0.39	1.8	0.7				0	0	1.8	0.7	1.29	0.5	200418	132513	AVALIAÇÃO
2017	40003019004P1	INFORMÁTICA	SISTEMA DE COMPUTAÇÃO	PUC/PR	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ		PARTICULAR	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2006	NÃO	13	13	0	0	101	36	66	102	20	16	7	0	2	0	27	48	18	9	0	4	53	0.07	0	0.26	2.08	0.54	0.08	0	0.17	4.08	0.69	6.15	1.23	6.15	1.23	170606	104351	AVALIAÇÃO
2018	40003019004P1	INFORMÁTICA	SISTEMA DE COMPUTAÇÃO	PUC/PR	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ		PARTICULAR	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2006	NÃO	13	13	0	0	101	42	61	103	27	15	7	0	5	0	30	53	8	14	0	1	46	0.17	0	0.23	2.31	0.54	0.02	0	0.3	3.54	1.08	5.85	1.62	5.85	1.62	170608	104353	AVALIAÇÃO
2019	40003019004P1	INFORMÁTICA	SISTEMA DE COMPUTAÇÃO	PUC/PR	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ		PARTICULAR	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2006	NÃO	14	14	0	0	107	51	58	109	30	21	10	0	3	1	37	46	12	7	0	3	48	0.08	0	0.27	2.64	0.71	0.06	0	0.15	3.43	0.5	6.07	1.21	6.07	1.21	170611	104356	AVALIAÇÃO
2020	40003019004P1	INFORMÁTICA	SISTEMA DE COMPUTAÇÃO	PUC/PR	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ		PARTICULAR	PR	SUL	1996	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1996/2006	NÃO	14	14	0	0	103	47	59	106	36	11	13	0	3	1	30	49	10	7	0	2	50	0.1	0	0.43	2.14	0.93	0.04	0	0.14	3.57	0.5	5.71	1.43	5.71	1.43	203282	134808	AVALIAÇÃO
2017	40004015019P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEM	UNIVERSIDADE ESTADUAL DE MARINGÁ		ESTADUAL	PR	SUL	2002	ACADÊMICO	NÃO	4	MESTRADO	2002	NÃO	16	13	3	0	55	55	0	55	34	21	10	2	2	0	41	0	0	0	0	0	0	0.05	0.05	0.24	3.15	0.77				0	0	3.15	0.77	2.56	0.63	166943	100894	AVALIAÇÃO
2018	40004015019P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEM	UNIVERSIDADE ESTADUAL DE MARINGÁ		ESTADUAL	PR	SUL	2002	ACADÊMICO	NÃO	4	MESTRADO	2002	NÃO	17	14	3	0	69	69	0	69	41	28	11	3	12	0	43	0	0	0	0	0	0	0.28	0.07	0.26	3.07	0.79				0	0	3.07	0.79	2.53	0.65	166992	100943	AVALIAÇÃO
2019	40004015019P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEM	UNIVERSIDADE ESTADUAL DE MARINGÁ		ESTADUAL	PR	SUL	2002	ACADÊMICO	NÃO	4	MESTRADO	2002	NÃO	18	15	3	0	56	56	0	56	43	13	16	0	3	0	37	0	0	0	0	0	0	0.08	0	0.43	2.47	1.07				0	0	2.47	1.07	2.06	0.89	167450	101338	AVALIAÇÃO
2020	40004015019P5	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEM	UNIVERSIDADE ESTADUAL DE MARINGÁ		ESTADUAL	PR	SUL	2002	ACADÊMICO	NÃO	4	MESTRADO	2002	NÃO	18	15	3	0	56	56	0	56	37	19	12	4	3	0	37	0	0	0	0	0	0	0.08	0.11	0.32	2.47	0.8				0	0	2.47	0.8	2.06	0.67	198608	130959	AVALIAÇÃO
2017	40006018011P7	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2010	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2010	NÃO	35	23	12	0	49	49	0	49	34	15	11	9	5	0	24	0	0	0	0	0	0	0.21	0.38	0.46	1.04	0.48				0	0	1.04	0.48	0.69	0.31	168224	102130	AVALIAÇÃO
2018	40006018011P7	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2010	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2010	NÃO	34	27	7	0	36	36	0	36	24	12	9	1	4	0	22	0	0	0	0	0	0	0.18	0.05	0.41	0.81	0.33				0	0	0.81	0.33	0.65	0.26	168375	102299	AVALIAÇÃO
2019	40006018011P7	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2010	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2010	NÃO	30	25	5	0	51	51	0	51	22	29	11	1	3	0	36	0	0	0	0	0	0	0.08	0.03	0.31	1.44	0.44				0	0	1.44	0.44	1.2	0.37	168506	102410	AVALIAÇÃO
2020	40006018011P7	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2010	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2010	NÃO	27	22	3	2	58	58	0	58	36	22	7	0	0	0	51	0	0	0	0	0	0	0	0	0.14	2.32	0.32				0	0	2.32	0.32	1.89	0.26	204688	136024	AVALIAÇÃO
2017	40006018025P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	16	14	2	0	46	46	0	46	30	16	12	0	0	0	34	0	0	0	0	0	0	0	0	0.35	2.43	0.86				0	0	2.43	0.86	2.13	0.75	128193	65279	AVALIAÇÃO
2018	40006018025P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	15	14	1	0	52	52	0	52	34	18	15	0	6	0	31	0	0	0	0	0	0	0.19	0	0.48	2.21	1.07				0	0	2.21	1.07	2.07	1	136783	72731	AVALIAÇÃO
2019	40006018025P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	20	16	4	0	58	58	0	58	31	27	15	0	0	0	43	0	0	0	0	0	0	0	0	0.35	2.69	0.94				0	0	2.69	0.94	2.15	0.75	156470	91854	AVALIAÇÃO
2020	40006018025P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2013	PROFISSIONAL	NÃO	3	MESTRADO PROFISSIONAL	2013	NÃO	20	16	4	0	61	61	0	61	41	20	10	0	2	0	49	0	0	0	0	0	0	0.04	0	0.2	3.06	0.63				0	0	3.06	0.63	2.45	0.5	197593	130001	AVALIAÇÃO
2017	40006018171P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2016	ACADÊMICO	NÃO	3	MESTRADO	2016	NÃO	12	12	0	0	21	21	0	21	11	10	0	0	1	0	20	0	0	0	0	0	0	0.05	0	0	1.67	0				0	0	1.67	0	1.67	0	129242	66090	AVALIAÇÃO
2018	40006018171P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2016	ACADÊMICO	NÃO	3	MESTRADO	2016	NÃO	12	12	0	0	28	28	0	28	20	8	9	1	0	0	18	0	0	0	0	0	0	0	0.06	0.5	1.5	0.75				0	0	1.5	0.75	1.5	0.75	141512	76754	AVALIAÇÃO
2019	40006018171P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2016	ACADÊMICO	NÃO	3	MESTRADO	2016	NÃO	16	14	2	0	29	29	0	29	17	12	9	0	0	0	20	0	0	0	0	0	0	0	0	0.45	1.43	0.64				0	0	1.43	0.64	1.25	0.56	173536	107056	AVALIAÇÃO
2020	40006018171P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UTFPR	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ		FEDERAL	PR	SUL	2016	ACADÊMICO	NÃO	3	MESTRADO	2016	NÃO	14	12	2	0	35	35	0	35	20	15	6	2	0	0	27	0	0	0	0	0	0	0	0.07	0.22	2.25	0.5				0	0	2.25	0.5	1.93	0.43	199907	132076	AVALIAÇÃO
2019	40015017173P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIOESTE	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA		ESTADUAL	PR	SUL	2019	ACADÊMICO	NÃO	A	MESTRADO	2019	NÃO	14	11	3	0	14	14	0	14	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1.27	0				0	0	1.27	0	1	0	166838	100831	AVALIAÇÃO
2020	40015017173P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIOESTE	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA		ESTADUAL	PR	SUL	2019	ACADÊMICO	NÃO	A	MESTRADO	2019	NÃO	14	11	3	0	27	27	0	27	14	13	0	3	1	0	23	0	0	0	0	0	0	0.04	0.13	0	2.09	0				0	0	2.09	0	1.64	0	198285	130647	AVALIAÇÃO
2017	41001010025P2	CIÊNCIAS DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSC	UNIVERSIDADE FEDERAL DE SANTA CATARINA		FEDERAL	SC	SUL	1992	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1992/2012	NÃO	30	27	3	0	130	82	50	132	59	23	21	4	4	0	53	44	6	9	1	0	40	0.08	0.08	0.4	1.96	0.78	0	0.03	0.23	1.48	0.33	3.44	1.11	3.1	1	164760	98877	AVALIAÇÃO
2018	41001010025P2	CIÊNCIAS DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSC	UNIVERSIDADE FEDERAL DE SANTA CATARINA		FEDERAL	SC	SUL	1992	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1992/2012	NÃO	30	29	1	0	113	68	48	116	53	15	14	4	2	0	48	40	8	4	1	1	42	0.04	0.08	0.29	1.66	0.48	0.02	0.02	0.1	1.45	0.14	3.1	0.62	3	0.6	164779	98904	AVALIAÇÃO
2019	41001010025P2	CIÊNCIAS DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSC	UNIVERSIDADE FEDERAL DE SANTA CATARINA		FEDERAL	SC	SUL	1992	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1992/2012	NÃO	30	23	7	0	124	74	59	133	48	26	29	3	3	0	39	42	17	9	0	0	50	0.08	0.08	0.74	1.7	1.26	0	0	0.18	2.17	0.39	3.87	1.65	2.97	1.27	164942	99055	AVALIAÇÃO
2020	41001010025P2	CIÊNCIAS DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSC	UNIVERSIDADE FEDERAL DE SANTA CATARINA		FEDERAL	SC	SUL	1992	ACADÊMICO	NÃO	5	MESTRADO/DOUTORADO	1992/2012	NÃO	28	23	5	0	110	54	57	111	39	15	13	2	0	0	39	50	7	9	1	0	47	0	0.05	0.33	1.7	0.57	0	0.02	0.19	2.04	0.39	3.74	0.96	3.07	0.79	196334	128807	AVALIAÇÃO
